Sampiling_Years,Sampling_Months,Sampling_Seasons,Sampling_Sites,EnvironmentalFactors_ShortNames,EnvironmentalFactors_FullNames,EnvironmentalFactors_Values,EnvironmentalFactors_Unites
2015,February,Spring,WH,swe,Snow Water Equivalent(at end of month),17.4,mm
2015,February,Spring,JUG,swe,Snow Water Equivalent(at end of month),14.7,mm
2015,February,Spring,ERG,swe,Snow Water Equivalent(at end of month),44.1,mm
2015,February,Spring,WH,tmax,Max Temperature(average for month),4.19,C
2015,February,Spring,JUG,tmax,Max Temperature(average for month),4.07,C
2015,February,Spring,ERG,tmax,Max Temperature(average for month),3.47,C
2015,February,Spring,EY,tmax,Max Temperature(average for month),3.44,C
2015,February,Spring,K69,tmax,Max Temperature(average for month),3.91,C
2015,February,Spring,PFN,tmax,Max Temperature(average for month),3.91,C
2015,February,Spring,JUG,tmin,Min Temperature(average for month),-2.73,C
2015,February,Spring,ERG,tmin,Min Temperature(average for month),-3.44,C
2015,February,Spring,PFN,tmin,Min Temperature(average for month),-2.87,C
2015,February,Spring,EY,tmin,Min Temperature(average for month),-3.55,C
2015,February,Spring,K69,tmin,Min Temperature(average for month),-2.87,C
2015,February,Spring,WH,tmin,Min Temperature(average for month),-2.65,C
2015,February,Spring,PFN,vap,Vapor Pressure(average for month),0.515,kPa
2015,February,Spring,EY,vap,Vapor Pressure(average for month),0.515,kPa
2015,February,Spring,WH,vap,Vapor Pressure(average for month),0.527,kPa
2015,February,Spring,K69,vap,Vapor Pressure(average for month),0.515,kPa
2015,February,Spring,ERG,vap,Vapor Pressure(average for month),0.512,kPa
2015,February,Spring,JUG,vap,Vapor Pressure(average for month),0.518,kPa
2015,February,Spring,JUG,vpd,Vapor Pressure Deficit(average for month),0.14,kpa
2015,February,Spring,WH,vpd,Vapor Pressure Deficit(average for month),0.14,kpa
2015,February,Spring,EY,vpd,Vapor Pressure Deficit(average for month),0.11,kpa
2015,February,Spring,ERG,vpd,Vapor Pressure Deficit(average for month),0.12,kpa
2015,February,Spring,PFN,vpd,Vapor Pressure Deficit(average for month),0.14,kpa
2015,February,Spring,K69,vpd,Vapor Pressure Deficit(average for month),0.14,kpa
2015,February,Spring,PFN,ws,Wind Speed(average for month),2.17,m/s
2015,February,Spring,K69,ws,Wind Speed(average for month),2.17,m/s
2015,February,Spring,ERG,ws,Wind Speed(average for month),2.17,m/s
2015,February,Spring,WH,ws,Wind Speed(average for month),2.04,m/s
2015,February,Spring,JUG,ws,Wind Speed(average for month),2.09,m/s
2015,February,Spring,EY,ws,Wind Speed(average for month),2.17,m/s
2016,December,Fall,ERG,aet,Actual Evapotranspiration(monthly total),15.5,mm
2016,December,Fall,EY,aet,Actual Evapotranspiration(monthly total),15.6,mm
2016,December,Fall,JUG,aet,Actual Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,K69,aet,Actual Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,PFN,aet,Actual Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,WH,aet,Actual Evapotranspiration(monthly total),16.3,mm
2016,December,Fall,JUG,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,EY,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,ERG,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,PFN,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,K69,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,WH,def,Climate Water Deficit(monthly total),0,mm
2016,December,Fall,ERG,PDSI,Palmer Drought Severity Index(at end of month),-1.8,unitless
2016,December,Fall,WH,PDSI,Palmer Drought Severity Index(at end of month),-1.6,unitless
2016,December,Fall,EY,PDSI,Palmer Drought Severity Index(at end of month),-1.8,unitless
2016,December,Fall,JUG,PDSI,Palmer Drought Severity Index(at end of month),-2.1,unitless
2016,December,Fall,PFN,PDSI,Palmer Drought Severity Index(at end of month),-2.1,unitless
2016,December,Fall,K69,PDSI,Palmer Drought Severity Index(at end of month),-2.1,unitless
2016,December,Fall,JUG,pet,Potential Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,K69,pet,Potential Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,ERG,pet,Potential Evapotranspiration(monthly total),15.5,mm
2016,December,Fall,WH,pet,Potential Evapotranspiration(monthly total),16.3,mm
2016,December,Fall,PFN,pet,Potential Evapotranspiration(monthly total),17.2,mm
2016,December,Fall,EY,pet,Potential Evapotranspiration(monthly total),15.6,mm
2016,December,Fall,JUG,ppt,Precipitation(monthly total),53.9,mm
2016,December,Fall,WH,ppt,Precipitation(monthly total),56,mm
2016,December,Fall,EY,ppt,Precipitation(monthly total),62.9,mm
2016,December,Fall,ERG,ppt,Precipitation(monthly total),63.2,mm
2016,December,Fall,K69,ppt,Precipitation(monthly total),55.5,mm
2016,December,Fall,PFN,ppt,Precipitation(monthly total),55.5,mm
2016,December,Fall,WH,q,Runoff(monthly total),2.8,mm
2016,December,Fall,JUG,q,Runoff(monthly total),2.7,mm
2016,December,Fall,PFN,q,Runoff(monthly total),2.8,mm
2016,December,Fall,K69,q,Runoff(monthly total),2.8,mm
2016,December,Fall,EY,q,Runoff(monthly total),16.6,mm
2016,December,Fall,ERG,q,Runoff(monthly total),16.1,mm
2016,December,Fall,WH,soil,Soil Moisture(total column - at end of month),60.2,mm
2016,December,Fall,K69,soil,Soil Moisture(total column - at end of month),58.4,mm
2016,December,Fall,JUG,soil,Soil Moisture(total column - at end of month),55.1,mm
2016,December,Fall,ERG,soil,Soil Moisture(total column - at end of month),59.8,mm
2016,December,Fall,EY,soil,Soil Moisture(total column - at end of month),58.5,mm
2016,December,Fall,PFN,soil,Soil Moisture(total column - at end of month),58.4,mm
2016,December,Fall,WH,srad,Downward Surface Shortwave Radiation,44.19926753,W/m2
2016,December,Fall,ERG,srad,Downward Surface Shortwave Radiation,44.903026,W/m2
2016,December,Fall,PFN,srad,Downward Surface Shortwave Radiation,44.49856711,W/m2
2016,December,Fall,JUG,srad,Downward Surface Shortwave Radiation,44.19926753,W/m2
2016,December,Fall,K69,srad,Downward Surface Shortwave Radiation,44.49856711,W/m2
2016,December,Fall,EY,srad,Downward Surface Shortwave Radiation,45.09716627,W/m2
2016,December,Fall,ERG,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,EY,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,K69,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,PFN,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,JUG,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,WH,swe,Snow Water Equivalent(at end of month),0,mm
2016,December,Fall,ERG,tmax,Max Temperature(average for month),7.6,C
2016,December,Fall,PFN,tmax,Max Temperature(average for month),8.2,C
2016,December,Fall,EY,tmax,Max Temperature(average for month),7.7,C
2016,December,Fall,WH,tmax,Max Temperature(average for month),8.1,C
2016,December,Fall,JUG,tmax,Max Temperature(average for month),8.3,C
2016,December,Fall,K69,tmax,Max Temperature(average for month),8.2,C
2016,December,Fall,WH,tmin,Min Temperature(average for month),1.2,C
2016,December,Fall,EY,tmin,Min Temperature(average for month),0.8,C
2016,December,Fall,PFN,tmin,Min Temperature(average for month),1.1,C
2016,December,Fall,K69,tmin,Min Temperature(average for month),1.1,C
2016,December,Fall,ERG,tmin,Min Temperature(average for month),0.7,C
2016,December,Fall,JUG,tmin,Min Temperature(average for month),1.3,C
2016,December,Fall,WH,vap,Vapor Pressure(average for month),0.743,kPa
2016,December,Fall,EY,vap,Vapor Pressure(average for month),0.733,kPa
2016,December,Fall,ERG,vap,Vapor Pressure(average for month),0.729,kPa
2016,December,Fall,JUG,vap,Vapor Pressure(average for month),0.738,kPa
2016,December,Fall,K69,vap,Vapor Pressure(average for month),0.731,kPa
2016,December,Fall,PFN,vap,Vapor Pressure(average for month),0.731,kPa
2016,December,Fall,K69,vpd,Vapor Pressure Deficit(average for month),0.17,kpa
2016,December,Fall,PFN,vpd,Vapor Pressure Deficit(average for month),0.17,kpa
2016,December,Fall,ERG,vpd,Vapor Pressure Deficit(average for month),0.14,kpa
2016,December,Fall,EY,vpd,Vapor Pressure Deficit(average for month),0.15,kpa
2016,December,Fall,WH,vpd,Vapor Pressure Deficit(average for month),0.16,kpa
2016,December,Fall,JUG,vpd,Vapor Pressure Deficit(average for month),0.17,kpa
2016,December,Fall,WH,ws,Wind Speed(average for month),2.13,m/s
2016,December,Fall,JUG,ws,Wind Speed(average for month),2.19,m/s
2016,December,Fall,K69,ws,Wind Speed(average for month),2.25,m/s
2016,December,Fall,PFN,ws,Wind Speed(average for month),2.25,m/s
2016,December,Fall,EY,ws,Wind Speed(average for month),2.27,m/s
2016,December,Fall,ERG,ws,Wind Speed(average for month),2.28,m/s
2016,March,Spring,PFN,aet,Actual Evapotranspiration(monthly total),41.8,mm
2016,March,Spring,WH,aet,Actual Evapotranspiration(monthly total),43.3,mm
2016,March,Spring,K69,aet,Actual Evapotranspiration(monthly total),41.8,mm
2016,March,Spring,EY,aet,Actual Evapotranspiration(monthly total),40.6,mm
2016,March,Spring,JUG,aet,Actual Evapotranspiration(monthly total),41.4,mm
2016,March,Spring,ERG,aet,Actual Evapotranspiration(monthly total),42.1,mm
2016,March,Spring,PFN,def,Climate Water Deficit(monthly total),0.9,mm
2016,March,Spring,K69,def,Climate Water Deficit(monthly total),0.9,mm
2016,March,Spring,JUG,def,Climate Water Deficit(monthly total),1.8,mm
2016,March,Spring,ERG,def,Climate Water Deficit(monthly total),0,mm
2016,March,Spring,WH,def,Climate Water Deficit(monthly total),0.9,mm
2016,March,Spring,EY,def,Climate Water Deficit(monthly total),0,mm
2016,March,Spring,EY,PDSI,Palmer Drought Severity Index(at end of month),-3.1,unitless
2016,March,Spring,K69,PDSI,Palmer Drought Severity Index(at end of month),-4.1,unitless
2016,March,Spring,WH,PDSI,Palmer Drought Severity Index(at end of month),-3.8,unitless
2016,March,Spring,PFN,PDSI,Palmer Drought Severity Index(at end of month),-4.1,unitless
2016,March,Spring,ERG,PDSI,Palmer Drought Severity Index(at end of month),-3.2,unitless
2016,March,Spring,JUG,PDSI,Palmer Drought Severity Index(at end of month),-4.2,unitless
2016,March,Spring,EY,pet,Potential Evapotranspiration(monthly total),40.6,mm
2016,March,Spring,PFN,pet,Potential Evapotranspiration(monthly total),42.7,mm
2016,March,Spring,WH,pet,Potential Evapotranspiration(monthly total),44.2,mm
2016,March,Spring,ERG,pet,Potential Evapotranspiration(monthly total),42.1,mm
2016,March,Spring,K69,pet,Potential Evapotranspiration(monthly total),42.7,mm
2016,March,Spring,JUG,pet,Potential Evapotranspiration(monthly total),43.2,mm
2016,March,Spring,PFN,ppt,Precipitation(monthly total),41.9,mm
2016,March,Spring,EY,ppt,Precipitation(monthly total),50.5,mm
2016,March,Spring,JUG,ppt,Precipitation(monthly total),39.9,mm
2016,March,Spring,ERG,ppt,Precipitation(monthly total),51.4,mm
2016,March,Spring,WH,ppt,Precipitation(monthly total),43.6,mm
2016,March,Spring,K69,ppt,Precipitation(monthly total),41.9,mm
2016,March,Spring,PFN,q,Runoff(monthly total),2.1,mm
2016,March,Spring,K69,q,Runoff(monthly total),2.1,mm
2016,March,Spring,EY,q,Runoff(monthly total),12,mm
2016,March,Spring,WH,q,Runoff(monthly total),2.2,mm
2016,March,Spring,ERG,q,Runoff(monthly total),11.2,mm
2016,March,Spring,JUG,q,Runoff(monthly total),2,mm
2016,March,Spring,JUG,soil,Soil Moisture(total column - at end of month),58,mm
2016,March,Spring,K69,soil,Soil Moisture(total column - at end of month),60.2,mm
2016,March,Spring,WH,soil,Soil Moisture(total column - at end of month),59.8,mm
2016,March,Spring,PFN,soil,Soil Moisture(total column - at end of month),60.2,mm
2016,March,Spring,ERG,soil,Soil Moisture(total column - at end of month),59.8,mm
2016,March,Spring,EY,soil,Soil Moisture(total column - at end of month),58.5,mm
2016,March,Spring,EY,srad,Downward Surface Shortwave Radiation,118.7005951,W/m2
2016,March,Spring,PFN,srad,Downward Surface Shortwave Radiation,117.5033968,W/m2
2016,March,Spring,K69,srad,Downward Surface Shortwave Radiation,117.5033968,W/m2
2016,March,Spring,ERG,srad,Downward Surface Shortwave Radiation,118.101996,W/m2
2016,March,Spring,WH,srad,Downward Surface Shortwave Radiation,117.0989379,W/m2
2016,March,Spring,JUG,srad,Downward Surface Shortwave Radiation,117.0018678,W/m2
2016,March,Spring,ERG,swe,Snow Water Equivalent(at end of month),0.1,mm
2016,March,Spring,EY,swe,Snow Water Equivalent(at end of month),0.1,mm
2016,March,Spring,WH,swe,Snow Water Equivalent(at end of month),0,mm
2016,March,Spring,PFN,swe,Snow Water Equivalent(at end of month),0,mm
2016,March,Spring,K69,swe,Snow Water Equivalent(at end of month),0,mm
2016,March,Spring,JUG,swe,Snow Water Equivalent(at end of month),0,mm
2016,March,Spring,WH,tmax,Max Temperature(average for month),9.4,C
2016,March,Spring,PFN,tmax,Max Temperature(average for month),8.8,C
2016,March,Spring,K69,tmax,Max Temperature(average for month),8.8,C
2016,March,Spring,ERG,tmax,Max Temperature(average for month),8.6,C
2016,March,Spring,EY,tmax,Max Temperature(average for month),8.4,C
2016,March,Spring,JUG,tmax,Max Temperature(average for month),9.1,C
2016,March,Spring,WH,tmin,Min Temperature(average for month),0.5,C
2016,March,Spring,EY,tmin,Min Temperature(average for month),-0.4,C
2016,March,Spring,ERG,tmin,Min Temperature(average for month),-0.3,C
2016,March,Spring,K69,tmin,Min Temperature(average for month),0.2,C
2016,March,Spring,PFN,tmin,Min Temperature(average for month),0.2,C
2016,March,Spring,JUG,tmin,Min Temperature(average for month),0.4,C
2016,March,Spring,ERG,vap,Vapor Pressure(average for month),0.594,kPa
2016,March,Spring,K69,vap,Vapor Pressure(average for month),0.607,kPa
2016,March,Spring,EY,vap,Vapor Pressure(average for month),0.602,kPa
2016,March,Spring,JUG,vap,Vapor Pressure(average for month),0.614,kPa
2016,March,Spring,WH,vap,Vapor Pressure(average for month),0.612,kPa
2016,March,Spring,PFN,vap,Vapor Pressure(average for month),0.607,kPa
2016,March,Spring,JUG,vpd,Vapor Pressure Deficit(average for month),0.23,kpa
2016,March,Spring,PFN,vpd,Vapor Pressure Deficit(average for month),0.22,kpa
2016,March,Spring,EY,vpd,Vapor Pressure Deficit(average for month),0.19,kpa
2016,March,Spring,K69,vpd,Vapor Pressure Deficit(average for month),0.22,kpa
2016,March,Spring,ERG,vpd,Vapor Pressure Deficit(average for month),0.21,kpa
2016,March,Spring,WH,vpd,Vapor Pressure Deficit(average for month),0.24,kpa
2016,March,Spring,PFN,ws,Wind Speed(average for month),2.82,m/s
2016,March,Spring,JUG,ws,Wind Speed(average for month),2.76,m/s
2016,March,Spring,K69,ws,Wind Speed(average for month),2.82,m/s
2016,March,Spring,EY,ws,Wind Speed(average for month),2.84,m/s
2016,March,Spring,WH,ws,Wind Speed(average for month),2.72,m/s
2016,March,Spring,ERG,ws,Wind Speed(average for month),2.88,m/s
2017,March,Spring,K69,aet,Actual Evapotranspiration(monthly total),55.1,mm
2017,March,Spring,PFN,aet,Actual Evapotranspiration(monthly total),55.1,mm
2017,March,Spring,WH,aet,Actual Evapotranspiration(monthly total),56.2,mm
2017,March,Spring,JUG,aet,Actual Evapotranspiration(monthly total),54.7,mm
2017,March,Spring,ERG,aet,Actual Evapotranspiration(monthly total),57.4,mm
2017,March,Spring,EY,aet,Actual Evapotranspiration(monthly total),55.6,mm
2017,March,Spring,EY,def,Climate Water Deficit(monthly total),0,mm
2017,March,Spring,K69,def,Climate Water Deficit(monthly total),3.4,mm
2017,March,Spring,WH,def,Climate Water Deficit(monthly total),3.3,mm
2017,March,Spring,ERG,def,Climate Water Deficit(monthly total),0,mm
2017,March,Spring,JUG,def,Climate Water Deficit(monthly total),4.4,mm
2017,March,Spring,PFN,def,Climate Water Deficit(monthly total),3.4,mm
2017,March,Spring,ERG,PDSI,Palmer Drought Severity Index(at end of month),-3.1,unitless
2017,March,Spring,PFN,PDSI,Palmer Drought Severity Index(at end of month),-3.8,unitless
2017,March,Spring,EY,PDSI,Palmer Drought Severity Index(at end of month),-3,unitless
2017,March,Spring,WH,PDSI,Palmer Drought Severity Index(at end of month),-3.3,unitless
2017,March,Spring,JUG,PDSI,Palmer Drought Severity Index(at end of month),-3.9,unitless
2017,March,Spring,K69,PDSI,Palmer Drought Severity Index(at end of month),-3.8,unitless
2017,March,Spring,WH,pet,Potential Evapotranspiration(monthly total),59.5,mm
2017,March,Spring,PFN,pet,Potential Evapotranspiration(monthly total),58.5,mm
2017,March,Spring,K69,pet,Potential Evapotranspiration(monthly total),58.5,mm
2017,March,Spring,JUG,pet,Potential Evapotranspiration(monthly total),59.1,mm
2017,March,Spring,EY,pet,Potential Evapotranspiration(monthly total),55.6,mm
2017,March,Spring,ERG,pet,Potential Evapotranspiration(monthly total),57.4,mm
2017,March,Spring,JUG,ppt,Precipitation(monthly total),49,mm
2017,March,Spring,K69,ppt,Precipitation(monthly total),51.1,mm
2017,March,Spring,ERG,ppt,Precipitation(monthly total),61.3,mm
2017,March,Spring,PFN,ppt,Precipitation(monthly total),51.1,mm
2017,March,Spring,EY,ppt,Precipitation(monthly total),60.8,mm
2017,March,Spring,WH,ppt,Precipitation(monthly total),52.3,mm
2017,March,Spring,PFN,q,Runoff(monthly total),2.6,mm
2017,March,Spring,EY,q,Runoff(monthly total),7.6,mm
2017,March,Spring,WH,q,Runoff(monthly total),2.7,mm
2017,March,Spring,K69,q,Runoff(monthly total),2.6,mm
2017,March,Spring,ERG,q,Runoff(monthly total),5.9,mm
2017,March,Spring,JUG,q,Runoff(monthly total),2.5,mm
2017,March,Spring,JUG,soil,Soil Moisture(total column - at end of month),53.7,mm
2017,March,Spring,ERG,soil,Soil Moisture(total column - at end of month),59.8,mm
2017,March,Spring,K69,soil,Soil Moisture(total column - at end of month),56,mm
2017,March,Spring,PFN,soil,Soil Moisture(total column - at end of month),56,mm
2017,March,Spring,EY,soil,Soil Moisture(total column - at end of month),58.5,mm
2017,March,Spring,WH,soil,Soil Moisture(total column - at end of month),55.7,mm
2017,March,Spring,K69,srad,Downward Surface Shortwave Radiation,130.9008118,W/m2
2017,March,Spring,PFN,srad,Downward Surface Shortwave Radiation,130.9008118,W/m2
2017,March,Spring,JUG,srad,Downward Surface Shortwave Radiation,130.5009278,W/m2
2017,March,Spring,ERG,srad,Downward Surface Shortwave Radiation,130.6967894,W/m2
2017,March,Spring,EY,srad,Downward Surface Shortwave Radiation,130.9008118,W/m2
2017,March,Spring,WH,srad,Downward Surface Shortwave Radiation,130.003113,W/m2
2017,March,Spring,EY,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,JUG,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,K69,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,PFN,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,ERG,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,WH,swe,Snow Water Equivalent(at end of month),0,mm
2017,March,Spring,WH,tmax,Max Temperature(average for month),14.1,C
2017,March,Spring,EY,tmax,Max Temperature(average for month),13.2,C
2017,March,Spring,JUG,tmax,Max Temperature(average for month),13.9,C
2017,March,Spring,K69,tmax,Max Temperature(average for month),13.6,C
2017,March,Spring,PFN,tmax,Max Temperature(average for month),13.6,C
2017,March,Spring,ERG,tmax,Max Temperature(average for month),13.4,C
2017,March,Spring,JUG,tmin,Min Temperature(average for month),3.3,C
2017,March,Spring,WH,tmin,Min Temperature(average for month),3.4,C
2017,March,Spring,PFN,tmin,Min Temperature(average for month),3.1,C
2017,March,Spring,EY,tmin,Min Temperature(average for month),2.5,C
2017,March,Spring,K69,tmin,Min Temperature(average for month),3.1,C
2017,March,Spring,ERG,tmin,Min Temperature(average for month),2.6,C
2017,March,Spring,PFN,vap,Vapor Pressure(average for month),0.724,kPa
2017,March,Spring,JUG,vap,Vapor Pressure(average for month),0.731,kPa
2017,March,Spring,ERG,vap,Vapor Pressure(average for month),0.714,kPa
2017,March,Spring,EY,vap,Vapor Pressure(average for month),0.722,kPa
2017,March,Spring,K69,vap,Vapor Pressure(average for month),0.724,kPa
2017,March,Spring,WH,vap,Vapor Pressure(average for month),0.73,kPa
2017,March,Spring,WH,vpd,Vapor Pressure Deficit(average for month),0.37,kpa
2017,March,Spring,JUG,vpd,Vapor Pressure Deficit(average for month),0.36,kpa
2017,March,Spring,EY,vpd,Vapor Pressure Deficit(average for month),0.31,kpa
2017,March,Spring,PFN,vpd,Vapor Pressure Deficit(average for month),0.35,kpa
2017,March,Spring,ERG,vpd,Vapor Pressure Deficit(average for month),0.33,kpa
2017,March,Spring,K69,vpd,Vapor Pressure Deficit(average for month),0.35,kpa
2017,March,Spring,K69,ws,Wind Speed(average for month),3.32,m/s
2017,March,Spring,ERG,ws,Wind Speed(average for month),3.3,m/s
2017,March,Spring,JUG,ws,Wind Speed(average for month),3.26,m/s
2017,March,Spring,EY,ws,Wind Speed(average for month),3.24,m/s
2017,March,Spring,WH,ws,Wind Speed(average for month),3.18,m/s
2017,March,Spring,PFN,ws,Wind Speed(average for month),3.32,m/s
2017,November,Fall,K69,aet,Actual Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,ERG,aet,Actual Evapotranspiration(monthly total),20.6,mm
2017,November,Fall,WH,aet,Actual Evapotranspiration(monthly total),21.3,mm
2017,November,Fall,EY,aet,Actual Evapotranspiration(monthly total),20.7,mm
2017,November,Fall,JUG,aet,Actual Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,PFN,aet,Actual Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,K69,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,JUG,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,EY,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,ERG,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,PFN,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,WH,def,Climate Water Deficit(monthly total),0,mm
2017,November,Fall,K69,PDSI,Palmer Drought Severity Index(at end of month),-3.1,unitless
2017,November,Fall,WH,PDSI,Palmer Drought Severity Index(at end of month),-2.8,unitless
2017,November,Fall,EY,PDSI,Palmer Drought Severity Index(at end of month),-2.6,unitless
2017,November,Fall,JUG,PDSI,Palmer Drought Severity Index(at end of month),-3.1,unitless
2017,November,Fall,PFN,PDSI,Palmer Drought Severity Index(at end of month),-3.1,unitless
2017,November,Fall,ERG,PDSI,Palmer Drought Severity Index(at end of month),-2.7,unitless
2017,November,Fall,JUG,pet,Potential Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,ERG,pet,Potential Evapotranspiration(monthly total),20.6,mm
2017,November,Fall,PFN,pet,Potential Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,K69,pet,Potential Evapotranspiration(monthly total),22.2,mm
2017,November,Fall,EY,pet,Potential Evapotranspiration(monthly total),20.7,mm
